================ Training Loss (Tue Jun  2 21:32:33 2020) ================
(epoch: 1, iters: 100, time: 0.365, data: 4.742) D_A: 0.514 G_A: 0.561 cycle_A: 3.177 idt_A: 2.037 D_B: 0.516 G_B: 0.566 cycle_B: 4.284 idt_B: 1.540 
(epoch: 1, iters: 200, time: 0.365, data: 0.000) D_A: 0.398 G_A: 0.434 cycle_A: 2.731 idt_A: 1.623 D_B: 0.597 G_B: 0.741 cycle_B: 3.460 idt_B: 1.331 
(epoch: 1, iters: 300, time: 0.364, data: 0.000) D_A: 0.322 G_A: 0.453 cycle_A: 2.830 idt_A: 1.408 D_B: 0.329 G_B: 0.423 cycle_B: 3.060 idt_B: 1.290 
(epoch: 1, iters: 400, time: 2.405, data: 0.002) D_A: 0.287 G_A: 0.393 cycle_A: 2.381 idt_A: 1.611 D_B: 0.394 G_B: 0.525 cycle_B: 3.380 idt_B: 1.086 
(epoch: 1, iters: 500, time: 0.379, data: 0.001) D_A: 0.424 G_A: 0.260 cycle_A: 2.546 idt_A: 1.416 D_B: 0.306 G_B: 0.455 cycle_B: 3.036 idt_B: 1.198 
(epoch: 1, iters: 600, time: 0.375, data: 0.001) D_A: 0.335 G_A: 0.578 cycle_A: 2.469 idt_A: 1.410 D_B: 0.267 G_B: 0.360 cycle_B: 3.010 idt_B: 1.175 
(epoch: 1, iters: 700, time: 0.384, data: 0.000) D_A: 0.254 G_A: 0.378 cycle_A: 2.368 idt_A: 1.392 D_B: 0.316 G_B: 0.491 cycle_B: 3.235 idt_B: 1.139 
(epoch: 1, iters: 800, time: 2.394, data: 0.001) D_A: 0.284 G_A: 0.519 cycle_A: 2.168 idt_A: 1.321 D_B: 0.294 G_B: 0.386 cycle_B: 3.010 idt_B: 0.951 
(epoch: 1, iters: 900, time: 0.376, data: 0.002) D_A: 0.291 G_A: 0.439 cycle_A: 2.156 idt_A: 1.229 D_B: 0.286 G_B: 0.332 cycle_B: 2.614 idt_B: 1.115 
(epoch: 1, iters: 1000, time: 0.380, data: 0.001) D_A: 0.236 G_A: 0.567 cycle_A: 2.150 idt_A: 1.149 D_B: 0.207 G_B: 0.333 cycle_B: 3.265 idt_B: 0.910 
(epoch: 1, iters: 1100, time: 0.391, data: 0.000) D_A: 0.253 G_A: 0.373 cycle_A: 2.296 idt_A: 1.091 D_B: 0.196 G_B: 0.395 cycle_B: 2.359 idt_B: 1.020 
(epoch: 2, iters: 80, time: 2.482, data: 0.001) D_A: 0.239 G_A: 0.344 cycle_A: 1.814 idt_A: 1.371 D_B: 0.284 G_B: 0.428 cycle_B: 2.850 idt_B: 0.859 
(epoch: 2, iters: 180, time: 0.396, data: 0.001) D_A: 0.211 G_A: 0.411 cycle_A: 1.945 idt_A: 1.241 D_B: 0.328 G_B: 0.356 cycle_B: 2.744 idt_B: 0.911 
(epoch: 2, iters: 280, time: 0.408, data: 0.000) D_A: 0.174 G_A: 0.286 cycle_A: 1.785 idt_A: 1.114 D_B: 0.222 G_B: 0.382 cycle_B: 2.363 idt_B: 0.946 
(epoch: 2, iters: 380, time: 0.390, data: 0.001) D_A: 0.172 G_A: 0.358 cycle_A: 1.964 idt_A: 1.421 D_B: 0.243 G_B: 0.316 cycle_B: 2.978 idt_B: 0.923 
(epoch: 2, iters: 480, time: 2.444, data: 0.000) D_A: 0.289 G_A: 0.347 cycle_A: 1.792 idt_A: 1.114 D_B: 0.225 G_B: 0.439 cycle_B: 2.416 idt_B: 0.860 
(epoch: 2, iters: 580, time: 0.395, data: 0.000) D_A: 0.242 G_A: 0.348 cycle_A: 2.611 idt_A: 1.170 D_B: 0.275 G_B: 0.509 cycle_B: 3.030 idt_B: 1.164 
(epoch: 2, iters: 680, time: 0.386, data: 0.001) D_A: 0.166 G_A: 0.472 cycle_A: 2.088 idt_A: 1.266 D_B: 0.193 G_B: 0.479 cycle_B: 2.532 idt_B: 1.026 
